,Time,DSCV_IMF(nT),DSCV_Bx,DSCV_By,DSCV_Bz,WIND_IMF(nT),WIND_Bx,WIND_By,WIND_Bz,WIND_n,WIND_velocidad,WIND_temperatura
43,2022-02-13 00:02:15.520,6.807546,1.1762394,-6.524591,1.5368245,6.8383975,2.1489835,-6.3764443,1.2192224,2.934309482574463,524.008056640625,41.86180114746094
44,2022-02-14 00:01:32.473,4.224975,-1.6573335,-3.656002,1.3144875,4.389484,-2.6183984,-1.4585463,-3.2068987,4.139205455780029,490.4942626953125,43.32196807861328
45,2022-02-15 00:05:28.406,4.261088,4.075012,-0.7772135,-0.97000384,4.2590203,3.9120536,-0.81022376,-1.4760172,2.668675184249878,395.2333068847656,24.654905319213867
46,2022-02-16 00:02:52.450,3.265655,2.7404172,-1.6406301,-0.67392635,3.4647577,1.5363494,-2.8263547,-1.286815,3.551797866821289,373.78643798828125,18.79645538330078
47,2022-02-17 00:00:50.846,6.210227,-3.2081368,-3.668085,3.8484924,5.8189235,-3.1291497,-3.469935,3.4681182,5.617865085601807,366.0430603027344,28.13869857788086
48,2022-02-18 00:00:29.483,3.962194,-1.398479,-1.8465815,3.2095978,3.3632534,1.059249,-0.8854981,3.0668156,8.3192720413208,338.7854919433594,19.685352325439453
49,2022-02-19 00:03:38.048,7.525067,6.040349,-4.2464147,-1.449722,9.211541,7.519079,5.182678,-3.3357017,8.05027961730957,322.4839782714844,20.17483901977539
50,2022-02-20 00:01:51.886,9.597022,5.5768094,2.9926505,-7.2138076,7.602677,4.2704678,-4.306912,-8.159988,12.04731559753418,463.1404724121094,53.57784652709961
51,2022-02-21 00:01:14.460,7.484324,-5.36564,4.7780056,2.094578,3.5819757,-5.9439855,-0.17374942,0.12149935,2.9924299716949463,477.31640625,40.65681838989258
52,2022-02-22 00:02:10.917,5.787113,-3.6901667,0.7906414,-4.3810353,3.9303598,-2.441645,4.7386675,-2.1211772,3.976398468017578,549.994873046875,58.18124008178711
53,2022-02-23 00:01:20.842,5.632102,-3.204767,3.3414462,0.0291317,4.8442564,1.8324714,1.5393273,2.7586854,3.6941514015197754,479.46490478515625,41.45066833496094
54,2022-02-24 00:01:36.452,4.867698,1.9575329,-4.4119987,-0.62419486,6.3766613,-4.6889305,2.1164668,-0.7742613,3.318190574645996,443.3168029785156,99999.8984375
55,2022-02-25 00:00:49.176,6.261928,-2.4101548,1.8721632,-5.4666405,2.1089962,-4.7612367,0.9387597,-0.07079074,5.262885093688965,391.42620849609375,38.665531158447266
56,2022-02-26 00:00:14.414,1.551364,0.20325132,1.500786,-0.3252985,5.0888567,-0.2541426,4.2411585,-1.2719432,3.480963945388794,398.8119812011719,33.09522247314453
57,2022-02-27 00:02:31.891,4.815435,-0.22420907,3.6150532,3.170851,9.176221,-3.508629,1.6629604,2.2617018,8.365262985229492,358.8469543457031,34.47459030151367
58,2022-02-28 00:02:34.384,8.830356,-3.5257936,7.0793076,3.9261186,5.5014167,-0.28041038,2.9104447,3.1247487,5.380827903747559,517.2265625,54.371150970458984
59,2022-03-01 00:04:20.285,5.3502,-3.652065,3.4932752,1.751516,2.879764,-2.630805,8.623244,-4.504172,1.4528907537460327,489.2076416015625,34.91169738769531
60,2022-03-02 00:01:55.317,2.919429,-1.4702002,-2.546448,1.3458818,2.874661,-1.2314603,-1.748396,-1.2244769,2.667175769805908,492.1209411621094,42.63182830810547
61,2022-03-03 00:02:16.213,2.581362,2.0545776,-0.47045106,0.6347957,4.6356964,-1.1225468,2.2972164,2.3193626,3.0693981647491455,413.8731384277344,28.04621124267578
62,2022-03-04 00:01:06.180,5.309891,6.2101674,2.0232964,-3.6940358,5.338388,4.3841047,1.27441,0.7055294,12.334918022155762,407.21044921875,43.792320251464844
63,2022-03-05 00:00:27.363,6.915365,1.8409836,-3.2066689,0.2503492,7.4576993,1.6212182,-1.3309901,-4.461539,7.006943225860596,415.3095703125,46.6369514465332
64,2022-03-06 00:01:22.458,7.958896,2.2760663,-3.0311947,-4.789484,3.2798922,5.885447,-2.442276,-2.3177924,3.4300317764282227,547.8825073242188,68.30718231201172
65,2022-03-07 00:01:49.032,3.071543,1.2511849,-6.0833464,-0.09024509,3.481977,3.056763,-3.9505231,-1.1677601,1.3530930280685425,468.4607849121094,99999.8984375
66,2022-03-08 00:01:44.256,3.428722,1.7586656,-2.0587404,3.1673796,3.4426334,-1.4358634,-0.22411917,0.15730156,2.6677117347717285,489.0332946777344,44.15650177001953
67,2022-03-09 00:01:33.046,3.599896,-0.94483256,-0.3918742,-2.0141828,3.0177066,2.0477672,-3.1682353,-0.0563451,3.717113971710205,376.0575866699219,29.471153259277344
68,2022-03-10 00:01:02.869,3.26803,3.5879967,-2.408673,-0.20648815,12.249085,2.0569408,-2.7668033,-0.6037363,3.1276817321777344,335.8765869140625,30.943500518798828
69,2022-03-11 00:02:31.686,13.821936,-2.2867713,-3.1203165,-11.190665,8.80547,3.801883,-2.1239233,-9.820703,15.672971725463867,348.7851867675781,24.753856658935547
70,2022-03-12 00:00:55.313,8.583964,1.633302,7.2757792,-6.7181897,4.1148643,-2.558813,6.256163,-7.04954,7.307949542999268,385.7888488769531,38.33809280395508
71,2022-03-13 00:01:21.065,4.076227,6.0843816,4.8282247,0.7858201,4.138062,0.97684187,4.6144094,-0.910607,3.2232823371887207,381.24554443359375,22.932004928588867
72,2022-03-14 00:02:27.430,23.317484,3.3660746,-3.6500735,3.8731322,10.879408,0.9801559,-3.8921309,-0.93221587,2.75952410697937,446.13336181640625,16.63174819946289
73,2022-03-15 00:01:47.081,10.712498,2.3867047,22.173676,9.33733,3.2589824,3.5822775,-3.910732,9.139184,4.724704742431641,383.7228088378906,41.25319290161133
74,2022-03-16 00:01:31.621,3.360189,3.4472713,-4.0293837,2.0581946,3.6356847,-0.06517018,-4.690854,1.9141486,4.809349536895752,422.0481262207031,32.43987274169922
75,2022-03-17 00:02:24.854,3.547135,0.80218965,1.1627165,-0.02189155,3.874696,2.8964133,2.6368077,-0.99161595,2.2742085456848145,352.2882995605469,24.3060302734375
76,2022-03-18 00:15:12.591,4.296025,3.482684,-0.832351,-1.2832651,3.717239,1.2564827,-1.9610436,0.5982904,4.104555130004883,326.17498779296875,20.58083724975586
77,2022-03-19 00:00:47.311,3.496915,-1.4317044,-4.0197973,0.19026844,7.737379,1.5894914,-3.616154,-3.342765,5.636466026306152,295.8189392089844,24.344764709472656
78,2022-03-20 00:01:11.884,8.11915,1.2952307,-0.23755223,2.4925969,6.411891,-1.9487587,-0.3424981,2.1888757,17.014183044433594,316.0841064453125,22.477046966552734
79,2022-03-21 00:01:51.809,6.795342,4.045904,-7.5928464,-0.48049694,6.152818,2.1478891,-7.1608796,-1.5867953,6.656796932220459,332.2801208496094,45.42286682128906
80,2022-03-22 00:02:22.261,6.210389,-3.8900862,6.652585,-2.2569487,7.36052,5.906166,5.8293223,-0.7569722,13.840760231018066,330.2368469238281,33.866634368896484
81,2022-03-23 00:05:35.448,8.058774,-4.2700686,-4.1350255,3.4835153,9.642042,-3.7479594,-1.5496348,3.886745,12.123319625854492,373.33685302734375,33.95355224609375
82,2022-03-24 00:02:16.774,8.164372,-3.8884835,6.1377425,-5.0300307,4.168865,-3.2882252,5.0023265,-8.006747,7.7887725830078125,443.8602600097656,45.65823745727539
83,2022-03-25 00:00:57.040,4.523571,-4.4018097,4.8034115,0.02310495,4.702257,-3.5949686,4.248359,-2.0631058,2.9782521724700928,485.8088684082031,46.026947021484375
84,2022-03-26 00:00:52.252,4.42105,-4.9042745,2.3079321,0.09960697,7.3870835,-2.220726,0.4463576,3.292819,3.688253402709961,403.99322509765625,36.23568344116211
85,2022-03-27 00:00:37.954,9.497074,-5.1993566,-0.39282838,-3.6035688,3.9914813,-3.0475981,-2.5173285,-3.2650328,11.355486869812012,439.05218505859375,57.18107604980469
86,2022-03-28 00:00:35.998,6.417012,2.9835691,7.288082,1.4961922,3.4072273,0.34453353,5.8839364,5.690967,7.153661727905273,519.8817138671875,70.14112854003906
87,2022-03-29 00:01:17.569,3.315269,-1.9889867,3.442498,-1.4311824,4.9567966,1.2115369,2.2150674,1.864642,6.030611991882324,434.1332092285156,27.696880340576172
88,2022-03-30 00:02:24.140,3.239238,1.6145831,0.18728027,0.88569796,3.46334,-2.527705,3.3146963,0.15585521,4.216217994689941,402.5277404785156,28.062963485717773
89,2022-03-31 00:01:47.162,4.042207,2.2458713,-2.3969936,2.9409475,3.77066,1.1833667,-2.279389,4.0678887,11.068002700805664,413.9491882324219,20.997426986694336
